id,listing_url,name,summary,space,host_name,host_response_rate,host_acceptance_rate,neighbourhood,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
3506164,https://www.airbnb.com/rooms/3506164,The Emerald Garden,Our guest unit is a great way for couples or those on business to experience San Francisco. We put extra effort into making the accommodation comfortable and providing recommendations for how to have the most memorable trip.,"The space is an in-law unit located below the main house (where we live); it is completely private. You will have your own entrance through the backyard garden. The space consists of a bedroom with king-size bed, a very small living room, and a small bathroom; there is no kitchen available! The space is ideal for one or two adults (no children please); total of 350 square feet. There is a comfortable chair and desk if you need a space to work. There is a good natural light in the bedroom, but not in the living room or bathroom. IMPORTANT: Regarding noise, we have two small children who play in the room above the bedroom. Between 7am and 8pm it can be very noisy! During the night it should otherwise be very quiet because bedroom is in the back of the house. There's no way you will disturb us with noise but bottomline is if you want to sleep past 7am this might not be best spot. I renovated this space specifically for Airbnb guests. I hope you enjoy it!",Elizabeth,100%,,Noe Valley,Noe Valley,94114,37.75126,-122.42606,Guesthouse,Entire home/apt,2,$175.00 ,368,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.78
9435665,https://www.airbnb.com/rooms/9435665,San Francisco Sunny Corner Victorian,"My home is a sunny, 3-story Victorian house in the center of San Francisco, in a tranquil neighborhood called Noe Valley. We have many nearby restaurants and shops. I'm one mile from the heart of Mission District, one hill away from The Castro, and it's easy to take the streetcar to Union Square and The Embarcadero. Your bedroom has a queen-sized bed and shares a bathroom with other guests. Free street parking available with some restrictions. SF Short-Term Rental Reg #STR1278","The available bedroom has wood floors, high ceilings, and lots of natural light. It has one queen-sized bed and comes with towels and bedding.",Maria,100%,,Noe Valley,Noe Valley,94131,37.74687,-122.4284,House,Private room,2,$105.00 ,364,97.0,10.0,10.0,10.0,10.0,10.0,10.0,7.72
8187584,https://www.airbnb.com/rooms/8187584,"Private Entrance, Bath & Kitchenette","San Francisco Short-Term Residential Rental Registration Number: STR (Phone number hidden by Airbnb) Quiet studio with separate bath and kitchenette in Noe Valley.  Great transportation; close to Muni, Bart and Freeway entrance.   Approximately 20 minutes by street car to Moscone Center, and financial district.   Happy to help you with directions. Private entrance through door in garage. Door to garden with lemon tree.","Separate entrance. Kitchenette has refrigerator microwave, sink and coffeemaker.  Private bath with claw foot tub and overhead shower. Room is large.  In addition to a queen bed, there is a couch, bookcases, a desk, and small dining table with two chairs.  I have an airbed available upon request.",Edward,100%,,Noe Valley,Noe Valley,94114,37.74844,-122.4282,Guest suite,Entire home/apt,4,$146.00 ,361,96.0,10.0,10.0,10.0,10.0,10.0,9.0,7.23
12026856,https://www.airbnb.com/rooms/12026856,Private Room in Spacious San Francisco Victorian,"My home is a sunny, 3-story Victorian house in the center of San Francisco, in a tranquil neighborhood called Noe Valley. We have many nearby restaurants and shops. I'm one mile from the heart of Mission District, one hill away from The Castro, and it's easy to take the streetcar to Union Square and The Embarcadero. Your bedroom has a queen-sized bed and shares a bathroom with other guests. Free street parking available with some restrictions. SF Short-Term Rental Reg #STR1278",,Maria,100%,,Noe Valley,Noe Valley,94131,37.74539,-122.43046,House,Private room,2,$105.00 ,358,96.0,10.0,10.0,10.0,10.0,10.0,9.0,8.34
6331695,https://www.airbnb.com/rooms/6331695,Cozy Place in Noe Valley,A one bedroom in-law unit in one of the most authentic SF neighborhoods. One bedroom with a queen size bed and living room with a futon bed. All appliances and furniture are brand new. Entrance to the apartment is through the garage.,"One of the best neighborhoods in the city. Centrally located and very authentically SF. Easy commute to Downtown, Castro or Mission. In the center of it all but away from hustle, bustle and noise of the city. Ideal for a single person or a couple. 3rd person can comfortably sleep on a futon bed in the living room.",Danielle,91%,,Noe Valley,Noe Valley,94131,37.74207,-122.43069,Apartment,Entire home/apt,3,$196.00 ,357,95.0,10.0,9.0,10.0,10.0,10.0,9.0,6.77
87640,https://www.airbnb.com/rooms/87640,"Garden Room/En-suite, Private Entrance","Private ground floor room with ensuite bath room and PRIVATE ENTRANCE in idylic garden settling. Self check in/ check out with a key pad lock. Close to cafes, markets, shopping, and public transport. 20 minute scenic streetcar ride to downtown, Moscone Center,  and cable car.  Ideal for VISITING FAMILY MEMBERS, BUSINESS TRAVEL, AND EXPLORERS.","Please read the entire description, as it may answer most of your questions.  Cheerful ground floor Noe Valley Guest Room with full bath/shower and your own PRIVATE ENTRANCE.  Self check in with key pad.  It's great for late night arrivals and you can come and go as you please without disturbing me.   It is the only room on this level, my husband and I live upstairs, so it's VERY PRIVATE and no stairs or  hills to climb.  The room is self contained which means there is NO ACCESS TO THE REST OF THE HOUSE, THERE IS NO KITCHEN.  Ideal for an individual, or a couple exploring San Francisco, visiting family members, or business travel. The room opens onto a patio and hummingbird garden. Queen size bed, shower/bath amenities include, towels, hairdryer, shampoo, conditioner, soap, and hand soap.   There is a small refrigerator ( bring in your breakfast supplies and drinks),  COFFEE /TEA MAKER Complimentary coffee and tea supplied. FREE  WIFI TV (local channels only ) Dish ware, Iron and ironi",Karin,100%,,Noe Valley,Noe Valley,94131,37.7455,-122.42898,Guest suite,Private room,2,$115.00 ,352,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.4
4663060,https://www.airbnb.com/rooms/4663060,Peaceful Noe Valley private unit near everything,"Charming & private 2 room, 1 bath unit below my home with private entrance. This is your own private unit. Tranquil bedroom. ""Living room"" w/ tv with cable, sofa sleeper, and fridge.  Larger than a hotel room (with two separate rooms providing more privacy) or a studio apartment.  In one of SF's most sought-after neighborhoods. 1/2 block from public transport, walk to cafes, restaurants, bars, the Castro and the mission :) Easy parking, by SF standards!","An apartment in a fantastic location in San Francisco's sought-after Noe Valley. Very peaceful and quiet, but just a quick walk to 24th street's many cafes, shops and restaurants.  1/2 block from public transportation to get around the city easily without a car! *I try to price this at a very competitive rate for what is essentially an entire apartment (though no kitchen). Get your own space with your own entrance for less than the price of rent in SF! (I joke, but rents are so high here, nightly rates are actually pretty close to normal rent in SF.)",Mark,100%,,Noe Valley,Noe Valley,94131,37.74471,-122.43134,Guest suite,Entire home/apt,4,$140.00 ,337,96.0,10.0,10.0,10.0,10.0,10.0,9.0,5.68
59344,https://www.airbnb.com/rooms/59344,Private and Quiet Noe Valley Studio,,"Private, quiet and charming Noe Valley studio apartment available that is fully equipped and perfect for an individual or a couple wanting to visit and stay in one of the best neighborhoods in San Francisco. Studio has a private entrance, is very quiet, and is located in renovated Victorian near 28th and Church Streets in Noe Valley. The studio is ideally located for exploring San Francisco and the surrounding area – it is only 2 blocks to the MUNI Metro, 10 blocks to BART and there is ample free street parking. San Francisco is a city of neighborhoods. Noe Valley, where we live, has excellent local markets, restaurants and shopping. Its a short walk to the Mission, Glen Park, Bernal Heights and the Castro. We supply linens and the kitchen is fully equipped. Unit has access to a washer, dryer, and free wi-fi. There is a one time cleaning fee. Owners are multilingual and fluent in French and Spanish. ",John,100%,,Noe Valley,Noe Valley,94131,37.74565,-122.42864,Guest suite,Entire home/apt,2,$135.00 ,336,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.12
1992217,https://www.airbnb.com/rooms/1992217,Sweeping Views and Dolores Park Pad,"This CENTRALLY LOCATED SAN FRANCISCO RETREAT AWAITS YOU! Enjoy a Private bedroom and en-suite bath as your launching pad to the City's hottest neighborhoods- Mission/Valencia- Noe Valley/24th St. & The Castro: just a short walk from your door.  This location also offers close MUNI connections and easy Parking.  When you arrive ""home"", relax with panaramic views of San Francisco, the Bay, Oakland, East Bay Hills and beyond.  Dolores Park, the Bay Area's ""favorite destination"", is steps away.","My flat is on Liberty Hill, overlooking the mission and has the best micro-climate in San Francisco. With skylights and floor to ceiling windows in the living area, the space is flooded with light by day, and has expansive views of twinkling city lights by night.",Peter,100%,,The Castro,Noe Valley,94114,37.75619,-122.42881,House,Private room,2,$132.00 ,336,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.73
7026287,https://www.airbnb.com/rooms/7026287,Separate Entrance/Private Bathroom in Noe Valley!,"Located in the highly desirable Noe Valley neighborhood, this cozy room is completely private with a separate entrance & a small en suite full bathroom. Noe Valley is a quiet, safe, family oriented neighborhood with some of the best weather in San Francisco. Ideal for travelers who want a good night's rest after a day of exploring the city. Walking distance to restaurants, markets, bars, cafes, South Bay shuttle stops, retail shopping, and public transportation.","Enjoy privacy during your stay as the room is separate from the main house. This allows for complete privacy and easy access at anytime. Great for late nights out or late check in. The room is small, but it is modern and is well appointed. It is super clean and features a queen size bed, a 40"" flat screen SMART TV with cable, a small desk, a mini fridge, a small microwave, a small coffee maker, electric kettle, iron/ironing board, digital alarm clock, dishware, and utensils. We provide coffee and assorted teas.  There is a small closet and additional shelves for clothing and other items. The room has lots of natural light as there are 2 large skylights. There are  black out shades for a good night's rest. The window and the door also have black out shades. The private bathroom is small but has everything you need. There is a small tub shower, plenty of towels, a small hair dryer,  shampoo, conditioner, body wash, and hand soap.  The room amenities are equal to a hotel. There are no per",Melissa & Nicole,100%,,Noe Valley,Noe Valley,94131,37.74963,-122.42995,Guest suite,Private room,2,$125.00 ,321,99.0,10.0,10.0,10.0,10.0,10.0,10.0,6.4
4263821,https://www.airbnb.com/rooms/4263821,Bright small room with garden view,"Small quiet room with garden outlook.  In one of SF's most desired locations.  Many restaurants, stores in this vibrant neighborhood. Great location for getting to downtown or freeways. Use of kitchen.  Shared bathroom.  Prefer 2 night minimum.",This is a small room in my 4 bedroom house.  Twin bed so for one person only. Large garden with umbrellas and benched seating. Shared bathroom with maybe two other people.  Also share kitchen (for light eating) and garden.  Wonderful Noe Valley neighborhood.  Bus around the corner takes you downtown in 15 minutes. Tech shuttle buses one block away.,Irene,98%,,Noe Valley,Noe Valley,94114,37.75093,-122.42702,House,Private room,1,$75.00 ,287,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.81
728585,https://www.airbnb.com/rooms/728585,Clipper Street Cottage,"The Clipper Street Cottage has been frequently described as is a private, peaceful, quite, clean and well appointed cottage in a very safe and convenient neighborhood location which has many things to do and see.  Room amenities are equal to a hotel.","SAN FRANCISCO SHORT-TERM RESIDENTIAL RENTAL REGISTRATION NUMBER: See registration number below: Possession of a San FranciscoShort-Term Rental Certificate certifies that the registration certificate holder has agreed to comply with the terms of the San Francisco Short-Term Residential Rental Ordinance (San Francisco Administrative Code Section 41A. This ordinance does not require an inspection of the unit by the City for potential Building, Housing, Fire, or other Code Violations. Description of the cottage: This cozy & quiet guestroom cottage is located in the heart of the Noe Valley area of San Francisco.  The spacious cottage with a 1-bedroom with queen bed/full bath/with walk-in closet accommodation overlooks and has access to our sunny backyard garden.  The entrance is completely private from the street level and is accessed by a keyless combination lock for guest convenience.  Plenty of street parking available. Centrally located in Noe Valley just 3 blocks from the 24th Street n",Doug,100%,,Noe Valley,Noe Valley,94114,37.74935,-122.43532,Guest suite,Entire home/apt,2,$139.00 ,279,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.27
12026845,https://www.airbnb.com/rooms/12026845,Garden Bedroom in San Francisco Victorian,"My home is a sunny, Victorian house in the center of San Francisco, in a tranquil neighborhood called Noe Valley. We have many nearby restaurants and shops. I'm one mile from the heart of Mission District, one hill away from The Castro, and it's easy to take the streetcar to Union Square and The Embarcadero. Your small bedroom has a full-sized bed, a private toilet, and shares a bathroom with other guests. Free street parking available with some restrictions. SF Short-Term Rental Reg #STR1278","My house is on a corner, with Southern exposure along the length of the house, so it gets lots of lovely sunshine.",Maria,100%,,Noe Valley,Noe Valley,94131,37.74495,-122.42992,House,Private room,2,$99.00 ,274,97.0,10.0,10.0,10.0,10.0,10.0,10.0,7.06
11122531,https://www.airbnb.com/rooms/11122531,In-law unit in Quiet Noe Valley,"A private suite in charming Noe Valley. Outside entrance to your private suite with bed, sitting area and full bath. Enjoy the beautiful views, tranquil backyard and quick access to downtown. Experience the best part of San Francisco!","Full in-law suite. Outside entrance to a large room with plenty of space. On the lower level of a single family house, the suite has queen bed, sitting area, TV with cable, wifi, and full bath with rain shower. Mini fridge and coffee maker included. This is everything you need to make it your cozy home in SF.  Additional (third) guest will be accommodated on an air mattress.  We live upstairs and would be happy to help you have a great stay! Note that we have a toddler and our days start around 7am. We try to make as little noise as possible in the mornings, but as our kitchen is right above the guest suite and this is an older home so you may hear footsteps in the morning and evening.",Amanda,100%,,Noe Valley,Noe Valley,94131,37.74418,-122.43233,Guest suite,Entire home/apt,3,$146.00 ,271,96.0,10.0,10.0,10.0,10.0,10.0,9.0,6.07
10517693,https://www.airbnb.com/rooms/10517693,Newly Renovated Spacious Studio,"This spacious and newly renovated studio features spacious living area which opens directly onto a private deeded deck. Chef kitchen with electric range, custom cabinetry, breakfast bar, and CeasarStone countertops and common laundry in the building. Easy parking on the street.","The Studio has a private deck for customers for relaxation and a private library full of French books to explore(educational, culture, politic, etc). I am a French teacher in San Francisco.",Arcene,90%,,Noe Valley,Noe Valley,94114,37.75218,-122.44197,Apartment,Entire home/apt,2,$117.00 ,270,97.0,10.0,10.0,10.0,10.0,9.0,9.0,6.04
1815551,https://www.airbnb.com/rooms/1815551,Lovely apartment in Noe Valley!,"San Francisco Short-Term Residential Rental Registration Number STR (Phone number hidden by Airbnb) Ideal location with great views in a sunny, safe and quiet residential neighborhood.  Our space is a one-bedroom, perfect for two people or couple traveling with a baby (travel crib provided)","San Francisco Short-Term Residential Rental Registration Number STR (Phone number hidden by Airbnb) Ideal location in a safe area in the lovely Noe Valley neighborhood!  Public transportation is within a five minute walk! Near 24th & Church St. Just 2-3 blocks to the MUNI J Church train, 24, 48, 35 Bus lines, BART 24th/Mission Station. Only 20 minutes from SF Int. Airport, easy access to 280 & 101 freeways. We are 10 minutes walking distance to 24th St.which has amazing shops and restaurants, coffee, cheese & wine stores and an easy walk to Dolores Park! Located just blocks from some great San Francisco neighborhoods (Mission District, Castro District, Valencia Street Corridor, Mission Dolores Park) some of the top SF ""must-dos' are located within blocks from our apartment!  Perfect for two people or a small family (travel crib provided). We have a private master bedroom with a very comfortable queen bed. The living room holds great light in the day, with numerous books to enjoy and fl",Sarah,90%,,Noe Valley,Noe Valley,94114,37.75045,-122.42785,Apartment,Entire home/apt,2,$250.00 ,268,98.0,10.0,10.0,10.0,10.0,10.0,9.0,3.72
631635,https://www.airbnb.com/rooms/631635,Lovely Victorian Flat - Castro Area,,"Elegant 1-bedroom/ 1-bathroom flat: a great location on a quiet street on the hill between Castro and Noe Valley. The flat is charming and extremely bright and quiet, with craftsman details, hardwood floors, great closet space, and two wood-burning fireplaces (one in the bedroom!). Huge living room with a great view of downtown/Civic Center and the Castro. The flat has a large beautifully landscaped yard and deck with b-b-que and table for 6. It is within walking distance to great shops and restaurants, easy transportation to Downtown/Financial District, with a bus stop at the corner, and 5 minute walk to 24th Street/Noe valley and Castro. Kitchen includes stainless steel refrigerator, dishwasher, microwave, and stove/oven. Facilities include a washer and dryer, internet, and the house is fully furnished. Renovated bathroom includes ball and claw tub with shower, new vanity and tile floors. ",Betty,100%,,The Castro,Noe Valley,94114,37.75566,-122.43454,Condominium,Entire home/apt,4,$201.00 ,259,95.0,10.0,9.0,10.0,10.0,10.0,10.0,2.97
727969,https://www.airbnb.com/rooms/727969,Spacious 1 Bedroom with Garden in Sunny Noe,"On Alvarado St and Castro St, this sunny and newly updated house is great for business travelers or love birds and offers flexibility of hosting a group of up to 5 by setting up airbed in office/sleeping cove and a euro lounger in living room.","On Alvarado St and Castro St, this comfortable, sunny apartment fits great for business travelers or love birds while offers flexibility of hosting larger group of up to 5 travelers by setting up airbed in office/sleeping cove.  Enjoy full kitchen, walkout deck and garden access. Steps away from bus stop and easy access to BART. This is a spacious, fully-furnished one bedroom suite at a lovely neighborhood. This garden flat is completely self-contained with its own, private entrance. Located in a safe, quiet, and convenient corner of beautiful Noe Valley, the unit has lots of windows and abundant natural sunlight.  The flat is ideal for business travelers, love birds or large families on a sightseeing trip.  ************************************************************* *      Location, Neighborhood and Commute      * ************************************************************* *Flat is located Castro & Alvarado St. *3-minute downhill walk (2 blocks) to Castro &24th St, the heart of No",Grace & Steve,80%,,Noe Valley,Noe Valley,94114,37.75354,-122.43372,Apartment,Entire home/apt,5,$170.00 ,257,95.0,10.0,10.0,10.0,10.0,10.0,9.0,3.02
8195090,https://www.airbnb.com/rooms/8195090,Charming studio w kitchen and bath,"Centrally located close to vibrant Noe Valley and Castro neighborhoods, this studio with a garden setting has its own side street entrance. Street parking, no permit required. Public transportation nearby. Residential neighborhood boasts fantastic views of San Francisco and East Bay. Stove, refrigerator, microwave, toaster, T.V. with Netflix, separate wi-fi. We live upstairs. Reservations made aft (Phone number hidden by Airbnb) will have the cleaning fee added on.","This is located on a hill area with great views of the city and beyond. It is easy to access many different neighborhoods from here. Cole Valley, Noe Valley, Castro and Haight. The Mission is also not far away. Short Term Registration Number: STR-002548",Abby,90%,,Noe Valley,Noe Valley,94114,37.75377,-122.44197,Other,Entire home/apt,2,$135.00 ,257,98.0,10.0,10.0,10.0,10.0,9.0,10.0,5.71
24450,https://www.airbnb.com/rooms/24450,Atelier Noe 25 Studio in Noe Valley,"After having family stay over and help renovate over the past 2.5 years, we're excited to be hosting our  garden studio in the heart of Noe Valley on Airbnb once again. With a fully equipped kitchen, beautiful clawfoot tub, new queen bed, and cozy living room, it's the perfect place to relax after a long day in SF. There is a couch that turns into a single bed or double bed for extra guests. The kitchen comes fully equipped with just about anything you might need for home-cooked meal.","This historic San Francisco Queen Anne Victorian is located on a quiet tree-lined street two blocks from Castro & 24th St. putting you right in the heart of Noe Valley. The gate to the studio apartment opens up to a lovely private patio space that then leads to the front door. We've recently updated the locks making the studio completely key-less. It is a  street level private and spacious studio apartment in the lower part of the main house. There is one very comfortable queen bed and couch /single bed in the living room to accommodate up to 3 guests.  The new fire place warms up the space quickly, making it a cozy retreat to watch TVand movies  after long days. It's the perfect size/space for any traveller looking to come back to a comfortable space that feels like home. The space also comes with a dedicated off-street parking just in front of the studio entrance for anyone with a car.  With everything from a fully-stocked kitchen to free washer/drier, this studio is perfect for shor",Judith,100%,,Noe Valley,Noe Valley,94114,37.74885,-122.43673,Apartment,Entire home/apt,3,$180.00 ,244,92.0,10.0,10.0,10.0,10.0,10.0,10.0,2.12
258873,https://www.airbnb.com/rooms/258873,Stay in the heart of North Beach!,"This is a no-frills but comfortable guest room that is a welcome refuge from all the excitement and sightseeing at your door. The rate reflects this value.  This bay windowed flat is also the permanent home to two other adults. With only one bathroom, special consideration has to be paid to those with working schedules.  There also is a highly trained and loving dog in residence who is kept out of guest rooms at all times.  Previous guest observations will continue to effect earnest improvements","SAN FRANCISCO SHORT-TERM RESIDENTIAL RENTAL REGISTRATION NUMBER STR (Phone number hidden by Airbnb)  Possession of a San Francisco Short-Term Rental Registration Certificate certifies that the registration certificate holder has agreed to comply with the terms of the San Francisco Short-Term Residential Rental Ordinance (San Francisco Administrative Code Section 41A). This ordinance does not require an inspection of the unit by the City for potential Building, Housing, Fire, or other Code violations.  This apartment is centrally located in historic and beautiful North Beach amongst cafes, restaurants, parks and historical sites. It's a short walk to Chinatown, Union Square, Fisherman's Wharf and the Financial District.  The apartment is located on the second floor (walk up one flight of stairs), and has two permanent tenants. It's a private bedroom furnished with a full sized Ikea bed, dresser, armoire and a small table and chairs. It comes with its own lock and key. The room accommoda",Debbie,100%,,Telegraph Hill,North Beach,94133,37.80134,-122.40714,Apartment,Private room,2,$89.00 ,365,88.0,9.0,8.0,10.0,10.0,10.0,9.0,4.23
992913,https://www.airbnb.com/rooms/992913,Great location in North Beach,"This is a clean, comfortable but spare room that is a welcome refuge from all the excitement and sightseeing at your door.","SAN FRANCISCO SHORT-TERM RESIDENTIAL RENTAL REGISTRATION NUMBER STR (Phone number hidden by Airbnb)  Possession of a San Francisco Short-Term Rental Registration Certificate certifies that the registration certificate holder has agreed to comply with the terms of the San Francisco Short-Term Residential Rental Ordinance (San Francisco Administrative Code Section 41A). This ordinance does not require an inspection of the unit by the City for potential Building, Housing, Fire, or other Code violations.  This apartment is centrally located in historic and beautiful North Beach amongst cafes, restaurants, parks and historical sites. It's a short walk to Chinatown, Union Square, Fisherman's Wharf and the Financial District.  The apartment is located on the second floor (walk up one flight of stairs) and has two permanent tenants. This private bedroom is the front bedroom in the apartment. It is about 10 ft X 11 ft and accommodates two people. It has bay windows, a sliding door closet a full",Debbie,100%,,Telegraph Hill,North Beach,94133,37.80055,-122.40562,Apartment,Private room,2,$79.00 ,352,84.0,9.0,8.0,10.0,10.0,10.0,9.0,4.4
4464347,https://www.airbnb.com/rooms/4464347,Dorm Beds at Social SF Hostel #1,"Our social and vibrant hostel in downtown SF is the place to stay! We invite travelers and adventurers of all ages, from all corners of the globe, to rest their heads at this historic hostel in the heart of San Francisco. We pride ourselves on creating a community vibe and a space that encourages guests to gather together, exchange travel stories, and get to know one another.","Each room has 4-8 single beds, bunk bed style. There are five single occupancy bathrooms on each floor, each with complimentary essential oil organic lavender shampoo, conditioner, and shower gel. We also have a free sauna on the top floor and massage chairs in the lobby for your every relaxation need. Our Grand Ballroom is the heart of the hostel where people play music, make friends and unforgettable memories, fall in love with the city and each other, and raise glasses in celebration. The ballroom, where musicians are always invited to play, has a pool table, ping pong table, books, games, and complimentary coffee and tea throughout the day. We provide free wi-fi throughout the hostel and also free computer use in our internet lounge. Just off of the ballroom we have a fully equipped kitchen that is open 24 hours a day for you to use. We provide a guest fridge for you to store food, liquor, whatever you want! Every morning in the ballroom we offer a free breakfast that consists of b",Sarah & Friends,99%,,Telegraph Hill,North Beach,94133,37.79891,-122.40611,Bed and breakfast,Shared room,5,$38.00 ,290,92.0,10.0,9.0,10.0,10.0,10.0,9.0,4.85
4518031,https://www.airbnb.com/rooms/4518031,Dorm Beds at Social SF Hostel #2,"Our social and vibrant hostel in downtown SF is the place to stay! We invite travelers and adventurers of all ages, from all corners of the globe, to rest their heads at this historic hostel in the heart of San Francisco. We pride ourselves on creating a community vibe and a space that encourages guests to gather together, exchange travel stories, and get to know one another.","Each room has 4-8 single beds, bunk bed style. There are five single occupancy bathrooms on each floor, each with complimentary essential oil organic lavender shampoo, conditioner, and shower gel. We also have a free sauna on the top floor and massage chairs in the lobby for your every relaxation need. Our Grand Ballroom is the heart of the hostel where people play music, make friends and unforgettable memories, fall in love with the city and each other, and raise glasses in celebration. The ballroom, where musicians are always invited to play, has a pool table, ping pong table, books, games, and complimentary coffee and tea throughout the day. We provide free wi-fi throughout the hostel and also free computer use in our internet lounge. Just off of the ballroom we have a fully equipped kitchen that is open 24 hours a day for you to use. We provide a guest fridge for you to store food, liquor, whatever you want! Every morning in the ballroom we offer a free breakfast that consists of b",Sarah & Friends,99%,,Telegraph Hill,North Beach,94133,37.79938,-122.40549,Bed and breakfast,Shared room,4,$38.00 ,284,94.0,10.0,9.0,10.0,10.0,10.0,9.0,4.73
4519757,https://www.airbnb.com/rooms/4519757,Dorm Beds at Social SF Hostel #3,"Our social and vibrant hostel in downtown SF is the place to stay! We invite travelers and adventurers of all ages, from all corners of the globe, to rest their heads at this historic hostel in the heart of San Francisco. We pride ourselves on creating a community vibe and a space that encourages guests to gather together, exchange travel stories, and get to know one another.","Each room has 4-8 single beds, bunk bed style. There are five single occupancy bathrooms on each floor, each with complimentary organic lavender shampoo, conditioner, and shower gel. We also have a free sauna on the top floor and massage chairs in the lobby for your every relaxation need. Our Grand Ballroom is the heart of the hostel where people play music, make friends and unforgettable memories, fall in love with the city and each other, and raise glasses in celebration. The ballroom, where musicians are always invited to play, has a pool table, ping pong table, books, games, and complimentary coffee and tea throughout the day. We provide free wi-fi throughout the hostel and also free computer use in our internet lounge. Just off of the ballroom we have a fully equipped kitchen that is open 24 hours a day for you to use. We provide a guest fridge for you to store food, liquor, whatever you want! Every morning in the ballroom we offer a free breakfast that consists of bagels, fresh f",Sarah & Friends,99%,,Telegraph Hill,North Beach,,37.79894,-122.40596,Bed and breakfast,Shared room,4,$38.00 ,247,95.0,10.0,9.0,10.0,10.0,10.0,10.0,4.11
4519780,https://www.airbnb.com/rooms/4519780,Dorm Beds @ Social SF Hostel #4,"Our social and vibrant hostel in downtown SF is the place to stay! We invite travelers and adventurers of all ages, from all corners of the globe, to rest their heads at this historic hostel in the heart of San Francisco. We pride ourselves on creating a community vibe and a space that encourages guests to gather together, exchange travel stories, and get to know one another.","Each room has 4-8 single beds, bunk bed style. There are five single occupancy bathrooms on each floor, each with complimentary essential oil organic lavender shampoo, conditioner, and shower gel. We also have a free sauna on the top floor and massage chairs in the lobby for your every relaxation need. Our Grand Ballroom is the heart of the hostel where people play music, make friends and unforgettable memories, fall in love with the city and each other, and raise glasses in celebration. The ballroom, where musicians are always invited to play, has a pool table, ping pong table, books, games, and complimentary coffee and tea throughout the day. We provide free wi-fi throughout the hostel and also free computer use in our internet lounge. Just off of the ballroom we have a fully equipped kitchen that is open 24 hours a day for you to use. We provide a guest fridge for you to store food, liquor, whatever you want! Every morning in the ballroom we offer a free breakfast that consists of b",Sarah & Friends,99%,,Telegraph Hill,North Beach,94133,37.79883,-122.40474,Bed and breakfast,Shared room,4,$38.00 ,245,94.0,10.0,9.0,10.0,10.0,10.0,9.0,4.11
4902444,https://www.airbnb.com/rooms/4902444,Dorm Beds @ Social SF Hostel #9,"Our social and vibrant hostel in downtown SF is the place to stay! We invite travelers and adventurers of all ages, from all corners of the globe, to rest their heads at this historic hostel in the heart of San Francisco. We pride ourselves on creating a community vibe and a space that encourages guests to gather together, exchange travel stories, and get to know one another.","Each room has 4-9 single beds, bunk bed style. There are five single occupancy bathrooms on each floor, each with complimentary essential oil organic lavender shampoo, conditioner, and shower gel. We also have a free sauna on the top floor and massage chairs in the lobby for your every relaxation need. Our Grand Ballroom is the heart of the hostel where people play music, make friends and unforgettable memories, fall in love with the city and each other, and raise glasses in celebration. The ballroom, where musicians are always invited to play, has a pool table, ping pong table, books, games, and complimentary coffee and tea throughout the day. We provide free wi-fi throughout the hostel and also free computer use in our internet lounge. Just off of the ballroom we have a fully equipped kitchen that is open 24 hours a day for you to use. We provide a guest fridge for you to store food, liquor, whatever you want! Every morning in the ballroom we offer a free breakfast that consists of b",Sarah & Friends,99%,,Telegraph Hill,North Beach,94133,37.79845,-122.40445,Bed and breakfast,Shared room,4,$38.00 ,240,95.0,10.0,9.0,10.0,10.0,10.0,9.0,4.23
8524982,https://www.airbnb.com/rooms/8524982,Studio + Roofdeck & Views! Heart of North Beach,"In the heart of North Beach, with a walk score of 99, this newly renovated space offers the ultimate in privacy with prime shopping, dining, and sights right outside your door. A roofdeck with stunning panoramic views makes this space truly special.","This unit is a private in-law studio space (no kitchen) of an Edwardian single family house in the heart of North Beach. The unit is completely private and clean, featuring a queen pillow-top bed, private bathroom with shower, and private entrance. A mini-fridge, microwave, coffee maker, and flat screen Roku TV have been provided for your exclusive use and enjoyment (no full kitchen). In addition, the unit enjoys free wifi. You will also have direct access to the roofdeck to enjoy stunning views of the city, Golden Gate Bridge, Coit Tower, Alcatraz and more at your leisure. Wake up and brew organic local coffee and tea we have provided for you, then climb the white staircase to the roofdeck and take in the sunrise, or relax after a long day for the sunset.  You will be steps from some of the best shopping, dining, and sightseeing in San Francisco:  •Steps to shops, restaurants, sights of North Beach •1 short block to the Mason-Powell Cable Car line •5 min. walk to Coit Tower and Telegr",Shane & Shaudi,100%,,North Beach,North Beach,94133,37.80302,-122.41025,Townhouse,Entire home/apt,2,$205.00 ,239,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.94
